Commodity,State,Units,Year,Value,
Total plant products,Nevada,Million dollars,2016,54.29711303,
Total plant products,Nevada,Million dollars,2017,59.87960729,
Total plant products,Nevada,Million dollars,2018,63.01717904,
Total plant products,Nevada,Million dollars,2019,67.39914826,
Total plant products,Nevada,Million dollars,2020,59.73947017,
Total plant products,Nevada,Million dollars,2021,66.80196843,
Total plant products,Nevada,Million dollars,2022,80.08868759,
Tree nuts,Nevada,Million dollars,2000,0,
Tree nuts,Nevada,Million dollars,2001,0,
Tree nuts,Nevada,Million dollars,2002,0,
Tree nuts,Nevada,Million dollars,2003,0,
Tree nuts,Nevada,Million dollars,2004,0,
Tree nuts,Nevada,Million dollars,2005,0,
Tree nuts,Nevada,Million dollars,2006,0,
Tree nuts,Nevada,Million dollars,2007,0,
Tree nuts,Nevada,Million dollars,2008,0,
Tree nuts,Nevada,Million dollars,2009,0,
Tree nuts,Nevada,Million dollars,2010,0,
Tree nuts,Nevada,Million dollars,2011,0,
Tree nuts,Nevada,Million dollars,2012,0,
Tree nuts,Nevada,Million dollars,2013,0,
Tree nuts,Nevada,Million dollars,2014,0,
Tree nuts,Nevada,Million dollars,2015,0,
Tree nuts,Nevada,Million dollars,2016,0,
Tree nuts,Nevada,Million dollars,2017,0,
Tree nuts,Nevada,Million dollars,2018,0,
Tree nuts,Nevada,Million dollars,2019,0,
Tree nuts,Nevada,Million dollars,2020,0,
Tree nuts,Nevada,Million dollars,2021,0,
Tree nuts,Nevada,Million dollars,2022,0,
Vegetable oils,Nevada,Million dollars,2000,0,
Vegetable oils,Nevada,Million dollars,2001,0,
Vegetable oils,Nevada,Million dollars,2002,0,
Vegetable oils,Nevada,Million dollars,2003,0,
Vegetable oils,Nevada,Million dollars,2004,0,
Vegetable oils,Nevada,Million dollars,2005,0,
Vegetable oils,Nevada,Million dollars,2006,0,
Vegetable oils,Nevada,Million dollars,2007,0,
Vegetable oils,Nevada,Million dollars,2008,0,
Vegetable oils,Nevada,Million dollars,2009,0,
Vegetable oils,Nevada,Million dollars,2010,0,
Vegetable oils,Nevada,Million dollars,2011,0,
Vegetable oils,Nevada,Million dollars,2012,0,
Vegetable oils,Nevada,Million dollars,2013,0,
Vegetable oils,Nevada,Million dollars,2014,0,
Vegetable oils,Nevada,Million dollars,2015,0,
Vegetable oils,Nevada,Million dollars,2016,0,
Vegetable oils,Nevada,Million dollars,2017,0,
Vegetable oils,Nevada,Million dollars,2018,0,
Vegetable oils,Nevada,Million dollars,2019,0,
Vegetable oils,Nevada,Million dollars,2020,0,
Vegetable oils,Nevada,Million dollars,2021,0,
Vegetable oils,Nevada,Million dollars,2022,0,
"Vegetables, fresh",Nevada,Million dollars,2000,3.324812089,
"Vegetables, fresh",Nevada,Million dollars,2001,2.571267431,
"Vegetables, fresh",Nevada,Million dollars,2002,3.094895194,
"Vegetables, fresh",Nevada,Million dollars,2003,3.64742262,
"Vegetables, fresh",Nevada,Million dollars,2004,4.286467897,
"Vegetables, fresh",Nevada,Million dollars,2005,4.170875656,
"Vegetables, fresh",Nevada,Million dollars,2006,7.034082172,
"Vegetables, fresh",Nevada,Million dollars,2007,5.31711388,
"Vegetables, fresh",Nevada,Million dollars,2008,7.905860256,
"Vegetables, fresh",Nevada,Million dollars,2009,11.54970555,
"Vegetables, fresh",Nevada,Million dollars,2010,11.15846517,
"Vegetables, fresh",Nevada,Million dollars,2011,12.93614406,
"Vegetables, fresh",Nevada,Million dollars,2012,4.916292538,
"Vegetables, fresh",Nevada,Million dollars,2013,3.760259686,
"Vegetables, fresh",Nevada,Million dollars,2014,3.345268722,
"Vegetables, fresh",Nevada,Million dollars,2015,1.208670313,
"Vegetables, fresh",Nevada,Million dollars,2016,0.462022605,
"Vegetables, fresh",Nevada,Million dollars,2017,0,
"Vegetables, fresh",Nevada,Million dollars,2018,0,
"Vegetables, fresh",Nevada,Million dollars,2019,0,
"Vegetables, fresh",Nevada,Million dollars,2020,0,
"Vegetables, fresh",Nevada,Million dollars,2021,0,
"Vegetables, fresh",Nevada,Million dollars,2022,0,
"Vegetables, processed",Nevada,Million dollars,2000,5.059641552,
"Vegetables, processed",Nevada,Million dollars,2001,3.872034623,
"Vegetables, processed",Nevada,Million dollars,2002,4.382917966,
"Vegetables, processed",Nevada,Million dollars,2003,4.766840106,
"Vegetables, processed",Nevada,Million dollars,2004,5.757143974,
"Vegetables, processed",Nevada,Million dollars,2005,5.467819857,
"Vegetables, processed",Nevada,Million dollars,2006,9.259454701,
"Vegetables, processed",Nevada,Million dollars,2007,7.297170184,
"Vegetables, processed",Nevada,Million dollars,2008,12.81315119,
"Vegetables, processed",Nevada,Million dollars,2009,18.60957721,
"Vegetables, processed",Nevada,Million dollars,2010,17.37685036,
"Vegetables, processed",Nevada,Million dollars,2011,20.99345308,
"Vegetables, processed",Nevada,Million dollars,2012,9.224834207,
"Vegetables, processed",Nevada,Million dollars,2013,6.761181473,
"Vegetables, processed",Nevada,Million dollars,2014,6.371792967,
"Vegetables, processed",Nevada,Million dollars,2015,2.309664343,
"Vegetables, processed",Nevada,Million dollars,2016,0.895329936,
"Vegetables, processed",Nevada,Million dollars,2017,0,
"Vegetables, processed",Nevada,Million dollars,2018,0,
"Vegetables, processed",Nevada,Million dollars,2019,0,
"Vegetables, processed",Nevada,Million dollars,2020,0,
"Vegetables, processed",Nevada,Million dollars,2021,0,
"Vegetables, processed",Nevada,Million dollars,2022,0,
Wheat,Nevada,Million dollars,2000,2.095770656,
Wheat,Nevada,Million dollars,2001,1.154672635,
Wheat,Nevada,Million dollars,2002,0.792293503,
Wheat,Nevada,Million dollars,2003,0.951377597,
Wheat,Nevada,Million dollars,2004,1.9910401,
Wheat,Nevada,Million dollars,2005,1.755987603,
Wheat,Nevada,Million dollars,2006,2.173138168,
Wheat,Nevada,Million dollars,2007,5.157840094,
Wheat,Nevada,Million dollars,2008,5.141513167,
Wheat,Nevada,Million dollars,2009,2.440006299,
Wheat,Nevada,Million dollars,2010,2.217387631,
Wheat,Nevada,Million dollars,2011,4.909278938,
Wheat,Nevada,Million dollars,2012,4.573851,
Wheat,Nevada,Million dollars,2013,5.912398405,
Wheat,Nevada,Million dollars,2014,4.790114667,
Wheat,Nevada,Million dollars,2015,2.425692124,
Wheat,Nevada,Million dollars,2016,1.747979267,
Wheat,Nevada,Million dollars,2017,3.314732528,
Wheat,Nevada,Million dollars,2018,3.247294834,
Wheat,Nevada,Million dollars,2019,0,
Wheat,Nevada,Million dollars,2020,0,
Wheat,Nevada,Million dollars,2021,0,
Wheat,Nevada,Million dollars,2022,0,
Beef and veal,New Hampshire,Million dollars,2000,0.838699082,
Beef and veal,New Hampshire,Million dollars,2001,0.593160228,
Beef and veal,New Hampshire,Million dollars,2002,0.548515347,
Beef and veal,New Hampshire,Million dollars,2003,0.553927054,
Beef and veal,New Hampshire,Million dollars,2004,0.119225385,
Beef and veal,New Hampshire,Million dollars,2005,0.245967235,
Beef and veal,New Hampshire,Million dollars,2006,0.434933498,
Beef and veal,New Hampshire,Million dollars,2007,0.327721441,
Beef and veal,New Hampshire,Million dollars,2008,0.346943499,
Beef and veal,New Hampshire,Million dollars,2009,0.493860663,
Beef and veal,New Hampshire,Million dollars,2010,0.611240115,
Beef and veal,New Hampshire,Million dollars,2011,0.611039017,
Beef and veal,New Hampshire,Million dollars,2012,1.038496704,
Beef and veal,New Hampshire,Million dollars,2013,0.884707284,
Beef and veal,New Hampshire,Million dollars,2014,1.351242088,
Beef and veal,New Hampshire,Million dollars,2015,0.74935196,
Beef and veal,New Hampshire,Million dollars,2016,0.924014181,
Beef and veal,New Hampshire,Million dollars,2017,0.839149425,
Beef and veal,New Hampshire,Million dollars,2018,1.211392906,
Beef and veal,New Hampshire,Million dollars,2019,0.989589552,
Beef and veal,New Hampshire,Million dollars,2020,0.971241469,
Beef and veal,New Hampshire,Million dollars,2021,1.235986819,
Beef and veal,New Hampshire,Million dollars,2022,1.302057889,
Broiler meat,New Hampshire,Million dollars,2000,0,
Broiler meat,New Hampshire,Million dollars,2001,0,
Broiler meat,New Hampshire,Million dollars,2002,0,
Broiler meat,New Hampshire,Million dollars,2003,0,
Broiler meat,New Hampshire,Million dollars,2004,0,
Broiler meat,New Hampshire,Million dollars,2005,0,
Broiler meat,New Hampshire,Million dollars,2006,0,
Broiler meat,New Hampshire,Million dollars,2007,0,
Broiler meat,New Hampshire,Million dollars,2008,0,
Broiler meat,New Hampshire,Million dollars,2009,0,
Broiler meat,New Hampshire,Million dollars,2010,0,
Broiler meat,New Hampshire,Million dollars,2011,0,
Broiler meat,New Hampshire,Million dollars,2012,0,
Broiler meat,New Hampshire,Million dollars,2013,0,
Broiler meat,New Hampshire,Million dollars,2014,0,
Broiler meat,New Hampshire,Million dollars,2015,0,
Broiler meat,New Hampshire,Million dollars,2016,0,
Broiler meat,New Hampshire,Million dollars,2017,0,
Broiler meat,New Hampshire,Million dollars,2018,0,
Broiler meat,New Hampshire,Million dollars,2019,0,
Broiler meat,New Hampshire,Million dollars,2020,0,
Broiler meat,New Hampshire,Million dollars,2021,0,
Broiler meat,New Hampshire,Million dollars,2022,0,
Corn,New Hampshire,Million dollars,2000,0,
Corn,New Hampshire,Million dollars,2001,0,
Corn,New Hampshire,Million dollars,2002,0,
Corn,New Hampshire,Million dollars,2003,0,
Corn,New Hampshire,Million dollars,2004,0,
Corn,New Hampshire,Million dollars,2005,0,
Corn,New Hampshire,Million dollars,2006,0,
Corn,New Hampshire,Million dollars,2007,0,
Corn,New Hampshire,Million dollars,2008,0,
Corn,New Hampshire,Million dollars,2009,0,
Corn,New Hampshire,Million dollars,2010,0,
Corn,New Hampshire,Million dollars,2011,0,
Corn,New Hampshire,Million dollars,2012,0,
Corn,New Hampshire,Million dollars,2013,0,
Corn,New Hampshire,Million dollars,2014,0,
Corn,New Hampshire,Million dollars,2015,0,
Corn,New Hampshire,Million dollars,2016,0,
Corn,New Hampshire,Million dollars,2017,0,
Corn,New Hampshire,Million dollars,2018,0,
Corn,New Hampshire,Million dollars,2019,0,
Corn,New Hampshire,Million dollars,2020,0,
Corn,New Hampshire,Million dollars,2021,0,
Corn,New Hampshire,Million dollars,2022,0,
Cotton,New Hampshire,Million dollars,2000,0,
Cotton,New Hampshire,Million dollars,2001,0,
Cotton,New Hampshire,Million dollars,2002,0,
Cotton,New Hampshire,Million dollars,2003,0,
Cotton,New Hampshire,Million dollars,2004,0,
Cotton,New Hampshire,Million dollars,2005,0,
Cotton,New Hampshire,Million dollars,2006,0,
Cotton,New Hampshire,Million dollars,2007,0,
Cotton,New Hampshire,Million dollars,2008,0,
Cotton,New Hampshire,Million dollars,2009,0,
Cotton,New Hampshire,Million dollars,2010,0,
Cotton,New Hampshire,Million dollars,2011,0,
Cotton,New Hampshire,Million dollars,2012,0,
Cotton,New Hampshire,Million dollars,2013,0,
Cotton,New Hampshire,Million dollars,2014,0,
Cotton,New Hampshire,Million dollars,2015,0,
Cotton,New Hampshire,Million dollars,2016,0,
Cotton,New Hampshire,Million dollars,2017,0,
Cotton,New Hampshire,Million dollars,2018,0,
Cotton,New Hampshire,Million dollars,2019,0,
Cotton,New Hampshire,Million dollars,2020,0,
Cotton,New Hampshire,Million dollars,2021,0,
Cotton,New Hampshire,Million dollars,2022,0,
Dairy products,New Hampshire,Million dollars,2000,2.025637619,
Dairy products,New Hampshire,Million dollars,2001,2.282856227,
Dairy products,New Hampshire,Million dollars,2002,1.923389405,
Dairy products,New Hampshire,Million dollars,2003,1.955082198,
Dairy products,New Hampshire,Million dollars,2004,2.754759712,
Dairy products,New Hampshire,Million dollars,2005,2.942264408,
Dairy products,New Hampshire,Million dollars,2006,3.233824027,
Dairy products,New Hampshire,Million dollars,2007,5.064241237,
Dairy products,New Hampshire,Million dollars,2008,6.344693389,
Dairy products,New Hampshire,Million dollars,2009,3.78501645,
Dairy products,New Hampshire,Million dollars,2010,6.12943398,
Dairy products,New Hampshire,Million dollars,2011,7.46773236,
Dairy products,New Hampshire,Million dollars,2012,7.392711137,
Dairy products,New Hampshire,Million dollars,2013,9.6543417,
Dairy products,New Hampshire,Million dollars,2014,10.40657308,
Dairy products,New Hampshire,Million dollars,2015,7.570405418,
Dairy products,New Hampshire,Million dollars,2016,6.730852895,
Dairy products,New Hampshire,Million dollars,2017,7.093397302,
Dairy products,New Hampshire,Million dollars,2018,6.527816678,
Dairy products,New Hampshire,Million dollars,2019,6.637452709,
Dairy products,New Hampshire,Million dollars,2020,6.729159677,
Dairy products,New Hampshire,Million dollars,2021,7.774932547,
Dairy products,New Hampshire,Million dollars,2022,9.65983601,
Feeds and other feed grains,New Hampshire,Million dollars,2000,0.607732588,
Feeds and other feed grains,New Hampshire,Million dollars,2001,0.616833128,
Feeds and other feed grains,New Hampshire,Million dollars,2002,0.529577419,
Feeds and other feed grains,New Hampshire,Million dollars,2003,0.558028382,
Feeds and other feed grains,New Hampshire,Million dollars,2004,0.513274881,
Feeds and other feed grains,New Hampshire,Million dollars,2005,0.759215233,
Feeds and other feed grains,New Hampshire,Million dollars,2006,0.777349163,
Feeds and other feed grains,New Hampshire,Million dollars,2007,0.524064415,
Feeds and other feed grains,New Hampshire,Million dollars,2008,0.554040983,
Feeds and other feed grains,New Hampshire,Million dollars,2009,0.423678529,
Feeds and other feed grains,New Hampshire,Million dollars,2010,0.458095438,
Feeds and other feed grains,New Hampshire,Million dollars,2011,0.489676427,
Feeds and other feed grains,New Hampshire,Million dollars,2012,0.571343577,
Feeds and other feed grains,New Hampshire,Million dollars,2013,0.823832972,
Feeds and other feed grains,New Hampshire,Million dollars,2014,0.880324123,
Feeds and other feed grains,New Hampshire,Million dollars,2015,0.889189185,
Feeds and other feed grains,New Hampshire,Million dollars,2016,0.87651186,
Feeds and other feed grains,New Hampshire,Million dollars,2017,0.728585842,
Feeds and other feed grains,New Hampshire,Million dollars,2018,0.480809853,
Feeds and other feed grains,New Hampshire,Million dollars,2019,0.551579589,
Feeds and other feed grains,New Hampshire,Million dollars,2020,0.72169307,
Feeds and other feed grains,New Hampshire,Million dollars,2021,0.525184358,
Feeds and other feed grains,New Hampshire,Million dollars,2022,0.588833695,
"Fruits, fresh",New Hampshire,Million dollars,2000,2.047827468,
"Fruits, fresh",New Hampshire,Million dollars,2001,1.956674348,
"Fruits, fresh",New Hampshire,Million dollars,2002,1.715198861,
"Fruits, fresh",New Hampshire,Million dollars,2003,1.935163267,
"Fruits, fresh",New Hampshire,Million dollars,2004,2.174179172,
"Fruits, fresh",New Hampshire,Million dollars,2005,2.134560476,
"Fruits, fresh",New Hampshire,Million dollars,2006,2.290213114,
"Fruits, fresh",New Hampshire,Million dollars,2007,2.683842522,
"Fruits, fresh",New Hampshire,Million dollars,2008,3.748964742,
"Fruits, fresh",New Hampshire,Million dollars,2009,2.796782404,
"Fruits, fresh",New Hampshire,Million dollars,2010,2.164409279,
"Fruits, fresh",New Hampshire,Million dollars,2011,2.137377847,
"Fruits, fresh",New Hampshire,Million dollars,2012,1.8685371,
"Fruits, fresh",New Hampshire,Million dollars,2013,2.605200716,
"Fruits, fresh",New Hampshire,Million dollars,2014,2.425166176,
"Fruits, fresh",New Hampshire,Million dollars,2015,2.789027949,
"Fruits, fresh",New Hampshire,Million dollars,2016,0,
"Fruits, fresh",New Hampshire,Million dollars,2017,0,
"Fruits, fresh",New Hampshire,Million dollars,2018,0,
"Fruits, fresh",New Hampshire,Million dollars,2019,0,
"Fruits, fresh",New Hampshire,Million dollars,2020,0,
"Fruits, fresh",New Hampshire,Million dollars,2021,0,
"Fruits, fresh",New Hampshire,Million dollars,2022,0,
"Fruits, processed",New Hampshire,Million dollars,2000,1.880780049,
"Fruits, processed",New Hampshire,Million dollars,2001,1.720387141,
"Fruits, processed",New Hampshire,Million dollars,2002,1.51169828,
"Fruits, processed",New Hampshire,Million dollars,2003,1.712007998,
"Fruits, processed",New Hampshire,Million dollars,2004,2.069354012,
"Fruits, processed",New Hampshire,Million dollars,2005,1.746112653,
"Fruits, processed",New Hampshire,Million dollars,2006,2.117329166,
"Fruits, processed",New Hampshire,Million dollars,2007,2.554961997,
"Fruits, processed",New Hampshire,Million dollars,2008,3.452765467,
